Year,State,type,production,Avg,Measures,Materials,Chemical,Value
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(MYCLOBUTANIL = 128857),FUNGICIDE,5600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PENTHIOPYRAD = 90112),FUNGICIDE,7000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(POLYOXIN D ZINC SALT = 230000),FUNGICIDE,1400.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(POTASSIUM BICARBON. = 73508),FUNGICIDE,11300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PROPICONAZOLE = 122101),FUNGICIDE,1600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PYRACLOSTROBIN = 99100),FUNGICIDE,7400.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PYRIMETHANIL = 288201),FUNGICIDE,9300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(QUINOLINE = 55459),FUNGICIDE,4800.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(STREPTOMYCES LYDICUS = 6327),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(SULFUR = 77501),FUNGICIDE,686000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TETRACONAZOLE = 120603),FUNGICIDE,600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(THIOPHANATE-METHYL = 102001),FUNGICIDE,3300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(THIRAM = 79801),FUNGICIDE,90900.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TOTAL),FUNGICIDE,1233500.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TRICHODERMA HARZ. = 119202),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TRIFLOXYSTROBIN = 129112),FUNGICIDE,4200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TRIFLUMIZOLE = 128879),FUNGICIDE,7200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(FLUMIOXAZIN = 129034),HERBICIDE,1100.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(OXYFLUORFEN = 111601),HERBICIDE,1300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PARAQUAT = 61601),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PENDIMETHALIN = 108501),HERBICIDE,5500.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(SULFENTRAZONE = 129081),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TOTAL),HERBICIDE,10200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(ABAMECTIN = 122804),INSECTICIDE,500.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(ACEQUINOCYL = 6329),INSECTICIDE,5400.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(ACETAMIPRID = 99050),INSECTICIDE,2800.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(AZADIRACHTIN = 121701),INSECTICIDE,800.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BEAUVERIA BASSIANA = 128924),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BIFENAZATE = 586),INSECTICIDE,17900.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BIFENTHRIN = 128825),INSECTICIDE,7300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BT KURSTAK ABTS-1857 = 6523),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BT KURSTAKI SA-11 = 6519),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BT SUB AIZAWAI GC-91 = 6426),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BUPROFEZIN = 275100),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BURKHOLDERIA A396 CELLS & MEDIA = 6534),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CARBARYL = 56801),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CHLORANTRANILIPROLE = 90100),INSECTICIDE,1900.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CHLORPYRIFOS = 59101),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CYANTRANILIPROLE = 90098),INSECTICIDE,900.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CYFLUMETOFEN = 138831),INSECTICIDE,5200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(ETOXAZOLE = 107091),INSECTICIDE,1200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(FENBUTATIN-OXIDE = 104601),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(FENPROPATHRIN = 127901),INSECTICIDE,6000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(FENPYROXIMATE = 129131),INSECTICIDE,400.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(FLONICAMID = 128016),INSECTICIDE,3300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(FLUPYRADIFURONE = 122304),INSECTICIDE,4800.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(HELICOVERPA ZEA NPV = 107300),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(HEXYTHIAZOX = 128849),INSECTICIDE,2300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(IMIDACLOPRID = 129099),INSECTICIDE,3500.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(MALATHION = 57701),INSECTICIDE,56700.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(METHOXYFENOZIDE = 121027),INSECTICIDE,3300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(NALED = 34401),INSECTICIDE,12700.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(NEEM OIL = 25006),INSECTICIDE,1100.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(NEEM OIL,INSECTICIDE,51600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(NOVALURON = 124002),INSECTICIDE,4600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PIPERONYL BUTOXIDE = 67501),INSECTICIDE,1200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(POTASSIUM SALTS = 79021),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PYRETHRINS = 69001),INSECTICIDE,200.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PYRIDABEN = 129105),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PYRIPROXYFEN = 129032),INSECTICIDE,100.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(SOYBEAN OIL = 31605),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(SPINETORAM = 110007),INSECTICIDE,2300.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(SPINOSAD = 110003),INSECTICIDE,600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(SPIROMESIFEN = 24875),INSECTICIDE,1800.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(SULFOXAFLOR = 5210),INSECTICIDE,1000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(THIAMETHOXAM = 60109),INSECTICIDE,1400.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TOTAL),INSECTICIDE,212600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(ACIBENZOLAR-S-METHYL = 61402),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(AUREOBASIDIUM PULLULANS DSM 14940 = 46010),OTHER,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(AUREOBASIDIUM PULLULANS DSM 14941 = 36010),OTHER,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(BT KURSTAKI SA-12 = 6518),OTHER,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CAPRIC ACID = 128955),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CAPRYLIC ACID = 128919),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(CHLOROPICRIN = 81501),OTHER,6146600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(DICHLOROPROPENE = 29001),OTHER,1045700.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(FLUTRIAFOL = 128940),OTHER,1700.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(GLIOCLADIUM VIRENS = 129000),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(HYDROGEN PEROXIDE = 595),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(IRON PHOSPHATE = 34903),OTHER,100.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(METALDEHYDE = 53001),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(METAM-POTASSIUM = 39002),OTHER,254000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(METAM-SODIUM = 39003),OTHER,244000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PAECILOMYCES FUMOSOR = 115002),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(PEROXYACETIC ACID = 63201),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(POTASSIUM SILICATE = 72606),OTHER,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(REYNOUTRIA SACHALINE = 55809),OTHER,600.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TOTAL),OTHER,7698900.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB,(TRICHODERMA VIRENS STRAIN G-41 = 176604),OTHER,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB, ,(NITROGEN),668000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB, ,(PHOSPHATE),493000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB, ,(POTASH),430000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  ,,MEASURED IN LB, ,(SULFUR),57000.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(AZOXYSTROBIN = 128810),FUNGICIDE,0.21 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BACILLUS PUMILUS = 6485),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BACILLUS SUBT. GB03 = 129068),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BACILLUS SUBTILIS = 6479),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BLAD = 30006),FUNGICIDE,0.48 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BORAX DECAHYDRATE = 11102),FUNGICIDE,0.02 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BOSCALID = 128008),FUNGICIDE,0.34 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BT SUBSP KURSTAKI EVB-113-19 = 6544),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(CAPTAN = 81301),FUNGICIDE,1.74 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(COPPER HYDROXIDE = 23401),FUNGICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(COPPER OCTANOATE = 23306),FUNGICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(CYFLUFENAMID = 555550),FUNGICIDE,0.02 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(CYPRODINIL = 288202),FUNGICIDE,0.32 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(DIFENOCONAZOLE = 128847),FUNGICIDE,0.11 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(FENHEXAMID = 90209),FUNGICIDE,0.62 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUDIOXONIL = 71503),FUNGICIDE,0.21 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUOPYRAM = 80302),FUNGICIDE,0.11 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUXAPYROXAD = 138009),FUNGICIDE,0.17 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(FOSETYL-AL = 123301),FUNGICIDE,4.00 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(ISOFETAMID = 270000),FUNGICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(MEFENOXAM = 113502),FUNGICIDE,0.49 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(MYCLOBUTANIL = 128857),FUNGICIDE,0.11 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(PENTHIOPYRAD = 90112),FUNGICIDE,0.30 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(POLYOXIN D ZINC SALT = 230000),FUNGICIDE,0.07 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(POTASSIUM BICARBON. = 73508),FUNGICIDE,2.38 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(PROPICONAZOLE = 122101),FUNGICIDE,0.11 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(PYRACLOSTROBIN = 99100),FUNGICIDE,0.17 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(PYRIMETHANIL = 288201),FUNGICIDE,0.51 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(QUINOLINE = 55459),FUNGICIDE,0.10 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(STREPTOMYCES LYDICUS = 6327),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(SULFUR = 77501),FUNGICIDE,3.66 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(TETRACONAZOLE = 120603),FUNGICIDE,0.04 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(THIOPHANATE-METHYL = 102001),FUNGICIDE,0.67 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(THIRAM = 79801),FUNGICIDE,2.22 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(TRICHODERMA HARZ. = 119202),FUNGICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(TRIFLOXYSTROBIN = 129112),FUNGICIDE,0.11 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(TRIFLUMIZOLE = 128879),FUNGICIDE,0.23 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,0.02 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUMIOXAZIN = 129034),HERBICIDE,0.09 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(OXYFLUORFEN = 111601),HERBICIDE,0.31 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(PARAQUAT = 61601),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(PENDIMETHALIN = 108501),HERBICIDE,1.20 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(SULFENTRAZONE = 129081),HERBICIDE,(D)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(ABAMECTIN = 122804),INSECTICIDE,0.02 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(ACEQUINOCYL = 6329),INSECTICIDE,0.30 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(ACETAMIPRID = 99050),INSECTICIDE,0.13 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(AZADIRACHTIN = 121701),INSECTICIDE,0.03 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BEAUVERIA BASSIANA = 128924),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BIFENAZATE = 586),INSECTICIDE,0.50 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BIFENTHRIN = 128825),INSECTICIDE,0.11 
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BT KURSTAK ABTS-1857 = 6523),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,(NA)
2019,CALIFORNIA,BEARING,APPLICATIONS  , AVG,MEASURED IN LB / ACRE / APPLICATION,(BT KURSTAKI SA-11 = 6519),INSECTICIDE,(NA)
